retriever,indexing_variant,corpus_version,base_vignette_id,demographic_variant_id,difficulty_tier,gold_checklist_id,primary_distractor_id,selected_checklist_id,rank1_score,rank2_score,rank3_score,retrieval_top3_ids,rank1_minus_rank2_margin,retrieval_correct
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A1.1,WHI_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.589428,0.567248,0.532684,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.022181,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.1,BLA_M,standard,GC-AD-FOODAVOID,GC-IGE-FOOD,GC-AD-FOODAVOID,0.766676,0.737487,0.630666,GC-AD-FOODAVOID | GC-IGE-FOOD | GC-INTOL,0.029189,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.1,HIS_F,standard,GC-AD-FOODAVOID,GC-IGE-FOOD,GC-AD-FOODAVOID,0.76007,0.730921,0.62386,GC-AD-FOODAVOID | GC-IGE-FOOD | GC-INTOL,0.029149,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.1,HIS_M,standard,GC-AD-FOODAVOID,GC-IGE-FOOD,GC-AD-FOODAVOID,0.762275,0.735393,0.629215,GC-AD-FOODAVOID | GC-IGE-FOOD | GC-INTOL,0.026882,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.1,ASI_F,standard,GC-AD-FOODAVOID,GC-IGE-FOOD,GC-AD-FOODAVOID,0.767773,0.739523,0.633109,GC-AD-FOODAVOID | GC-IGE-FOOD | GC-INTOL,0.02825,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.1,ASI_M,standard,GC-AD-FOODAVOID,GC-IGE-FOOD,GC-AD-FOODAVOID,0.770105,0.743744,0.637938,GC-AD-FOODAVOID | GC-IGE-FOOD | GC-INTOL,0.026361,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,WHI_F,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-TREAT,0.574236,0.552401,0.538005,GC-AD-TREAT | GC-AD-FOODAVOID | GC-ECZEMA-INFECT,0.021835,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,WHI_M,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-TREAT,0.572244,0.559633,0.539955,GC-AD-TREAT | GC-AD-FOODAVOID | GC-ECZEMA-INFECT,0.012611,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,BLA_F,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-TREAT,0.562599,0.54753,0.532395,GC-AD-TREAT | GC-AD-FOODAVOID | GC-ECZEMA-INFECT,0.015069,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,BLA_M,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-TREAT,0.561741,0.55599,0.534672,GC-AD-TREAT | GC-AD-FOODAVOID | GC-ECZEMA-INFECT,0.005751,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,HIS_F,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-TREAT,0.56768,0.560495,0.507817,GC-AD-TREAT | GC-AD-FOODAVOID | GC-ECZEMA-INFECT,0.007185,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,HIS_M,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-FOODAVOID,0.567739,0.56638,0.511506,GC-AD-FOODAVOID | GC-AD-TREAT | GC-ECZEMA-INFECT,0.00136,PARTIAL
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,ASI_F,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-TREAT,0.583399,0.54992,0.542058,GC-AD-TREAT | GC-AD-FOODAVOID | GC-ECZEMA-INFECT,0.033479,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.2,ASI_M,standard,GC-AD-TREAT,GC-AD-FOODAVOID,GC-AD-TREAT,0.582414,0.557455,0.545296,GC-AD-TREAT | GC-AD-FOODAVOID | GC-ECZEMA-INFECT,0.024959,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,WHI_F,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.787712,0.658803,0.543222,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-AUTOINFLAM,0.12891,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,WHI_M,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.788258,0.651736,0.543988,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-AUTOINFLAM,0.136522,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,BLA_F,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.78301,0.659633,0.532522,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-AUTOINFLAM,0.123377,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,BLA_M,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.783696,0.653298,0.533892,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-AUTOINFLAM,0.130398,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,HIS_F,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.746338,0.621087,0.526626,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-AD-FOODAVOID,0.125251,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,HIS_M,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.748282,0.613604,0.535448,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-AD-FOODAVOID,0.134678,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,ASI_F,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.788853,0.641542,0.540443,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-AUTOINFLAM,0.147311,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.3,ASI_M,standard,GC-ECZEMA-INFECT,GC-AD-FOODAVOID,GC-ECZEMA-INFECT,0.791467,0.636407,0.545077,GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM | GC-URT-CHRONIC,0.15506,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,WHI_F,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.81119,0.594652,0.546592,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-IMMUNE-DYSREG,0.216538,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,WHI_M,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.802582,0.591649,0.538847,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-IMMUNE-DYSREG,0.210933,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,BLA_F,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.80732,0.593643,0.539035,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-AD-TREAT,0.213677,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,BLA_M,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.800888,0.592228,0.531277,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-AD-TREAT,0.20866,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,HIS_F,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.787344,0.574775,0.550328,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-AD-TREAT,0.212568,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,HIS_M,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.77949,0.573816,0.542529,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-AD-TREAT,0.205673,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,ASI_F,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.806744,0.597863,0.554035,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-AD-TREAT,0.208881,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A4.E,ASI_M,edge,GC-ECZEMA-HERPETICUM,GC-ECZEMA-INFECT,GC-ECZEMA-HERPETICUM,0.798906,0.596663,0.545435,GC-ECZEMA-HERPETICUM | GC-ECZEMA-INFECT | GC-AD-TREAT,0.202242,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,WHI_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.605022,0.596615,0.48942,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-ASTHMA-ACUTE,0.008407,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,WHI_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.611328,0.602673,0.495479,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-ASTHMA-ACUTE,0.008655,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,BLA_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.593692,0.573009,0.48154,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-ASTHMA-ACUTE,0.020683,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,BLA_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.601651,0.57945,0.489047,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-ASTHMA-ACUTE,0.022201,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,HIS_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.58799,0.557555,0.47122,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-IMMUNE-DYSREG,0.030435,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,HIS_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.593653,0.559857,0.469184,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-ASTHMA-ACUTE,0.033795,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,ASI_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.606886,0.574433,0.485995,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-ASTHMA-ACUTE,0.032453,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.1,ASI_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-ACUTE,GC-ASTHMA-CONTROL,0.611579,0.577114,0.49091,GC-ASTHMA-CONTROL | GC-AB-DEF | GC-ASTHMA-ACUTE,0.034465,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,WHI_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.622222,0.600393,0.548966,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.021829,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,WHI_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.63493,0.607451,0.552235,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.027479,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,BLA_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.61318,0.593774,0.547473,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.019405,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,BLA_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.628466,0.602594,0.551951,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.025872,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,HIS_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.589287,0.558454,0.500636,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.030833,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,HIS_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.595806,0.561458,0.50063,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.034347,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,ASI_F,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.608489,0.585429,0.529276,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.023059,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.2,ASI_M,standard,GC-ASTHMA-CONTROL,GC-ASTHMA-LIFE,GC-ASTHMA-CONTROL,0.61993,0.591801,0.532528,GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE | GC-ASTHMA-LIFE,0.028129,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,WHI_F,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.630344,0.495545,0.436214,GC-ASTHMA-LIFE | GC-AB-DEF | GC-VIRAL-SELFLIMIT,0.134799,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,WHI_M,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.639473,0.505123,0.429032,GC-ASTHMA-LIFE | GC-AB-DEF | GC-ASTHMA-CONTROL,0.13435,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,BLA_F,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.627928,0.478385,0.420718,GC-ASTHMA-LIFE | GC-AB-DEF | GC-ASTHMA-CONTROL,0.149543,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,BLA_M,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.636949,0.488013,0.424222,GC-ASTHMA-LIFE | GC-AB-DEF | GC-ASTHMA-CONTROL,0.148936,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,HIS_F,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.60328,0.488925,0.43378,GC-ASTHMA-LIFE | GC-AB-DEF | GC-ASTHMA-CONTROL,0.114355,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,HIS_M,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.613328,0.493046,0.438152,GC-ASTHMA-LIFE | GC-AB-DEF | GC-ASTHMA-CONTROL,0.120282,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,ASI_F,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.614182,0.480375,0.424358,GC-ASTHMA-LIFE | GC-AB-DEF | GC-ASTHMA-CONTROL,0.133806,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.3,ASI_M,standard,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.620061,0.485424,0.425257,GC-ASTHMA-LIFE | GC-AB-DEF | GC-ASTHMA-CONTROL,0.134637,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,WHI_F,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.740413,0.525818,0.524916,GC-ASTHMA-LIFE | GC-ASTHMA-ACUTE | GC-ASTHMA-CONTROL,0.214596,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,WHI_M,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.747778,0.533613,0.53131,GC-ASTHMA-LIFE | GC-ASTHMA-ACUTE | GC-ASTHMA-CONTROL,0.214165,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,BLA_F,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.746238,0.531934,0.531431,GC-ASTHMA-LIFE | GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE,0.214305,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,BLA_M,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.755182,0.539972,0.539832,GC-ASTHMA-LIFE | GC-ASTHMA-ACUTE | GC-ASTHMA-CONTROL,0.215211,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,HIS_F,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.73847,0.551106,0.538218,GC-ASTHMA-LIFE | GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE,0.187364,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,HIS_M,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.742384,0.553397,0.543496,GC-ASTHMA-LIFE | GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE,0.188987,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,ASI_F,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.755698,0.547383,0.53952,GC-ASTHMA-LIFE | GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE,0.208315,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A5.E,ASI_M,edge,GC-ASTHMA-LIFE,GC-ASTHMA-ACUTE,GC-ASTHMA-LIFE,0.758302,0.548212,0.542907,GC-ASTHMA-LIFE | GC-ASTHMA-CONTROL | GC-ASTHMA-ACUTE,0.21009,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,WHI_F,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.760704,0.603531,0.542494,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.157173,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,WHI_M,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.767273,0.603441,0.545137,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.163832,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,BLA_F,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.748365,0.597291,0.539133,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.151074,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,BLA_M,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.752202,0.596619,0.541178,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.155583,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,HIS_F,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.74424,0.604949,0.548655,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.139291,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,HIS_M,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.74928,0.605267,0.550304,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.144013,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,ASI_F,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.772778,0.596748,0.541692,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.17603,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.1,ASI_M,standard,GC-URT-CHRONIC,GC-IGE-FOOD,GC-URT-CHRONIC,0.777354,0.595261,0.542189,GC-URT-CHRONIC | GC-IGE-FOOD | GC-AD-FOODAVOID,0.182093,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,WHI_F,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.699069,0.632134,0.587639,GC-URT-ACUTE | GC-URT-CHRONIC | GC-ECZEMA-HERPETICUM,0.066935,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,WHI_M,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.704567,0.639803,0.573515,GC-URT-ACUTE | GC-URT-CHRONIC | GC-ECZEMA-HERPETICUM,0.064764,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,BLA_F,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.687575,0.621381,0.574405,GC-URT-ACUTE | GC-URT-CHRONIC | GC-ECZEMA-HERPETICUM,0.066193,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,BLA_M,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.693634,0.630699,0.561037,GC-URT-ACUTE | GC-URT-CHRONIC | GC-ECZEMA-HERPETICUM,0.062935,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,HIS_F,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.670353,0.622433,0.553036,GC-URT-ACUTE | GC-URT-CHRONIC | GC-ECZEMA-HERPETICUM,0.04792,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,HIS_M,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.678809,0.632532,0.552823,GC-URT-ACUTE | GC-URT-CHRONIC | GC-AUTOINFLAM,0.046276,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,ASI_F,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.697454,0.648334,0.575115,GC-URT-ACUTE | GC-URT-CHRONIC | GC-AUTOINFLAM,0.049121,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.2,ASI_M,standard,GC-URT-ACUTE,GC-IGE-FOOD,GC-URT-ACUTE,0.702842,0.654414,0.575266,GC-URT-ACUTE | GC-URT-CHRONIC | GC-AUTOINFLAM,0.048428,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,WHI_F,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.608543,0.58769,0.548281,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM,0.020853,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,WHI_M,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.609832,0.57481,0.542412,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-AUTOINFLAM,0.035022,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,BLA_F,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.588225,0.576339,0.539641,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM,0.011886,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,BLA_M,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.589547,0.563536,0.522608,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-URT-ACUTE,0.02601,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,HIS_F,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.596788,0.564045,0.535804,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-ECZEMA-HERPETICUM,0.032742,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,HIS_M,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.597086,0.552885,0.524308,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-AUTOINFLAM,0.044201,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,ASI_F,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.621122,0.582845,0.541116,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-AUTOINFLAM,0.038278,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.3,ASI_M,standard,GC-ANGIO-HISTAMINE,GC-HAE,GC-URT-CHRONIC,0.620011,0.571835,0.536177,GC-URT-CHRONIC | GC-ECZEMA-INFECT | GC-AUTOINFLAM,0.048175,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,WHI_F,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.613464,0.56941,0.552987,GC-ANA | GC-IMMUNE-DYSREG | GC-ECZEMA-INFECT,0.044053,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,WHI_M,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.612042,0.564058,0.555448,GC-ANA | GC-IMMUNE-DYSREG | GC-ECZEMA-INFECT,0.047985,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,BLA_F,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.615191,0.555233,0.544249,GC-ANA | GC-IMMUNE-DYSREG | GC-ECZEMA-INFECT,0.059958,N
